RowNumber,CustomerId_b,CreditScore_b,Tenure_b,Balance_b,NumOfProducts_b,HasCrCard_b,IsActiveMember_b,Exited_b,Known
8546,15674179,513,7,60515.13,1,0,0,0,No
8547,15686957,553,2,158584.28,2,1,0,0,No
8548,15607690,689,2,118812.5,2,0,0,0,No
8549,15806546,517,4,0,1,1,0,0,No
8550,15632850,731,8,0,2,1,1,0,No
8551,15709016,687,1,91219.29,1,0,0,1,No
8552,15638068,507,7,0,2,1,0,0,No
8553,15749345,468,1,76318.64,1,1,1,0,No
8554,15791321,682,4,0,1,1,0,0,No
8555,15699095,603,3,0,1,1,1,1,No
8556,15638329,522,1,111432.13,1,1,1,0,No
8557,15575445,629,10,150148.51,1,0,0,0,No
8558,15752622,729,7,38550.06,1,0,1,0,No
8559,15774507,574,5,119013.86,1,1,0,0,No
8560,15570857,677,0,111213.64,2,1,1,0,No
8561,15599386,627,5,71097.23,1,1,1,0,No
8562,15744913,788,10,109632.85,1,1,1,0,No
8563,15647292,697,7,148368.02,1,0,0,1,No
8564,15728838,578,1,148600.91,1,1,0,1,No
8565,15584704,519,10,71083.98,1,1,0,0,No
8566,15749068,632,9,139625.34,1,1,0,1,No
8567,15622985,679,4,0,1,0,0,1,No
8568,15587676,699,9,0,1,1,1,0,No
8569,15779496,615,0,81564.1,2,0,1,0,No
8570,15733460,622,9,0,2,1,1,0,No
8571,15711457,755,7,124540.28,1,0,1,0,No
8572,15795290,767,2,133616.39,1,1,0,0,No
8573,15611223,752,10,101648.5,2,1,0,0,No
8574,15794159,633,8,124281.84,1,1,1,0,No
8575,15780677,717,4,0,2,1,1,0,No
8576,15690175,585,0,0,2,0,0,0,No
8577,15722599,751,9,183613.66,2,0,0,0,No
8578,15569976,754,1,136186.44,1,1,1,1,No
8579,15707011,495,10,137682.68,1,1,0,0,No
8580,15702277,650,4,106005.54,1,0,1,0,No
8581,15801915,529,6,152310.55,1,1,0,0,No
8582,15580213,585,2,0,2,1,0,0,No
8583,15637947,668,1,134446.04,1,0,1,0,No
8584,15715888,591,2,142289.28,1,0,1,0,No
8585,15732967,731,6,0,2,1,1,0,No
8586,15737047,754,6,0,1,1,0,1,No
8587,15694039,650,9,149003.76,2,1,0,0,No
8588,15649457,588,2,131341.46,2,0,1,0,No
8589,15742809,712,7,77919.78,1,1,0,0,No
8590,15637829,691,7,0,2,0,1,0,No
8591,15633194,771,10,108309,4,1,1,1,No
8592,15611635,678,6,0,1,0,1,0,No
8593,15638774,719,9,0,2,1,0,0,No
8594,15722037,610,7,115462.02,1,0,1,0,No
8595,15672930,722,9,0,2,1,0,0,No
8596,15668774,758,5,122739.1,1,1,0,1,No
8597,15780966,709,2,0,2,0,0,0,No
8598,15659694,634,3,113781.5,2,1,1,1,No
8599,15624424,678,1,0,2,1,1,0,No
8600,15708713,633,3,0,2,1,1,0,No
8601,15755405,710,9,128284.45,1,1,0,1,No
8602,15647570,640,8,120591.19,1,0,0,0,No
8603,15684348,656,8,0,2,0,1,0,No
8604,15702541,551,2,166968.28,1,1,0,1,No
8605,15646942,786,7,0,2,0,0,0,No
8606,15748920,561,8,0,2,1,1,0,No
8607,15694581,807,5,0,2,1,1,0,No
8608,15643215,602,2,71667.97,2,0,0,0,No
8609,15649060,727,3,82729.47,2,1,0,0,No
8610,15774258,678,1,0,2,1,1,0,No
8611,15731553,730,8,0,2,1,0,0,No
8612,15617029,596,1,0,2,1,0,0,No
8613,15780716,686,3,129626.19,2,1,1,0,No
8614,15577018,684,2,114035.39,1,0,0,0,No
8615,15809515,797,1,151922.94,1,1,0,0,No
8616,15789924,658,4,0,1,1,1,0,No
8617,15725076,653,6,107751.68,2,1,1,0,No
8618,15672481,641,6,0,2,1,0,0,No
8619,15574115,656,6,101179.23,2,1,1,0,No
8620,15661830,750,6,0,2,1,1,0,No
8621,15665879,768,8,0,2,0,1,0,No
8622,15673820,568,7,0,2,1,0,0,No
8623,15747772,706,9,58571.18,2,1,0,0,No
8624,15666197,430,8,153058.64,1,1,0,0,No
8625,15773639,745,4,98270.34,1,1,0,0,No
8626,15581893,747,1,130788.71,1,0,1,1,No
8627,15672447,657,7,99165.84,1,0,1,1,No
8628,15777830,639,4,0,2,0,0,0,No
8629,15713890,704,3,0,2,0,1,0,No
8630,15577598,651,4,115636.05,2,1,0,0,No
8631,15786042,706,2,185932.18,2,1,0,0,No
8632,15753462,632,2,72549,2,0,1,0,No
8633,15759690,751,4,0,2,1,1,0,No
8634,15801414,767,2,0,2,0,0,0,No
8635,15656141,741,5,0,1,0,1,0,No
8636,15608701,651,3,121890.06,1,1,0,1,No
8637,15582892,601,2,99786.07,1,1,1,1,No
8638,15632967,520,3,0,2,1,1,0,No
8639,15587573,626,4,115084.53,2,0,1,0,No
8640,15654891,811,6,0,2,1,1,0,No
8641,15611365,730,9,127661.69,1,0,0,0,No
8642,15749103,604,4,118907.6,1,0,1,1,No
8643,15810203,499,6,77627.33,2,1,0,0,No
8644,15813660,754,2,160625.17,1,0,1,0,No
8645,15605673,716,8,0,2,0,0,0,No
8646,15669282,636,10,124266.86,1,0,0,0,No
8647,15792726,470,8,127974.06,2,1,1,0,No
8648,15593241,444,3,0,2,1,1,0,No
8649,15683053,809,2,0,1,1,0,1,No
8650,15632736,850,3,104911.35,2,1,1,0,No
8651,15731865,637,1,0,2,1,0,0,No
8652,15760450,512,1,0,2,1,1,0,No
8653,15787204,774,1,110646.54,1,0,0,0,No
8654,15650454,641,5,0,2,1,1,0,No
8655,15573730,586,6,126704.49,2,1,0,0,No
8656,15705050,611,9,0,2,1,1,0,No
8657,15791342,660,1,84560.04,1,1,1,0,No
8658,15684316,532,9,0,2,0,0,1,No
8659,15700540,557,2,129893.56,1,0,0,0,No
8660,15770631,730,5,167385.81,1,1,1,0,No
8661,15790594,535,6,0,2,0,1,0,No
8662,15604020,773,4,105858.71,1,0,1,0,No
8663,15637599,510,4,123070.89,1,1,0,1,No
8664,15736578,539,1,0,1,1,1,0,No
8665,15666332,690,2,0,2,1,1,0,No
8666,15727291,821,1,0,2,1,0,0,No
8667,15785920,687,1,125141.24,2,1,1,0,No
8668,15658987,557,4,96173.17,2,1,1,0,No
8669,15687719,532,5,0,2,0,1,0,No
8670,15799641,540,2,0,2,1,0,0,No
8671,15758702,705,8,0,2,1,1,0,No
8672,15689526,542,9,127543.11,2,1,0,1,No
8673,15586848,706,1,0,2,1,0,0,No
8674,15707637,765,1,0,1,1,0,1,No
8675,15719426,529,8,103101.56,2,1,1,1,No
8676,15639265,714,7,126113.28,1,1,0,0,No
8677,15576124,582,1,40488.76,1,1,0,0,No
8678,15757829,609,10,137389.77,2,1,0,0,No
8679,15633227,518,9,85146.36,1,0,0,0,No
8680,15753092,791,5,129828.58,1,1,1,1,No
8681,15782939,747,4,80214.36,1,1,0,1,No
8682,15746338,565,2,0,2,1,1,0,No
8683,15590676,735,1,141796.43,1,1,0,0,No
8684,15599329,697,7,195238.29,4,0,1,1,No
8685,15783097,813,6,111348.15,1,1,0,0,No
8686,15597885,772,6,0,2,1,1,0,No
8687,15597467,606,8,0,2,1,1,0,No
8688,15724764,667,10,64404.26,2,0,0,0,No
8689,15778418,637,9,154309.67,1,1,1,1,No
8690,15684769,542,10,129431.36,1,0,1,0,No
8691,15756167,762,5,134204.67,1,1,1,0,No
8692,15632439,698,4,0,2,0,1,0,No
8693,15755138,850,8,0,2,1,1,0,No
8694,15659092,621,5,0,2,1,0,1,No
8695,15742116,671,9,116711.06,2,0,0,0,No
8696,15801994,775,9,0,2,1,0,0,No
8697,15647572,504,0,54980.81,1,1,1,0,No
8698,15644551,751,3,99773.85,2,1,0,0,No
8699,15709135,691,7,101231.77,2,0,0,0,No
8700,15684469,841,2,117070.21,1,1,0,0,No
8701,15627637,709,8,73314.04,2,1,0,0,No
8702,15667093,673,2,0,1,1,1,0,No
8703,15690589,541,9,212314.03,1,0,1,0,No
8704,15595350,661,3,136067.82,2,1,0,0,No
8705,15777586,784,2,109052.04,2,1,0,0,No
8706,15804064,742,2,79126.17,1,1,1,0,No
8707,15717770,850,7,0,1,0,0,1,No
8708,15754443,443,9,108308,1,1,0,1,No
8709,15776939,778,3,102290.56,2,1,0,0,No
8710,15713517,529,6,102025.08,2,1,0,0,No
8711,15683522,678,2,113383.07,1,1,1,0,No
8712,15673995,516,9,102541.1,1,1,0,0,No
8713,15771054,469,5,0,2,1,0,0,No
8714,15578788,786,6,0,2,0,0,0,No
8715,15737408,703,6,109941.51,1,1,0,0,No
8716,15750837,579,0,141749.68,1,0,1,0,No
8717,15576022,565,5,0,2,0,1,0,No
8718,15635502,443,2,0,1,1,0,0,No
8719,15627298,589,7,85146.48,2,1,0,1,No
8720,15811415,691,6,134066.1,2,1,1,0,No
8721,15645059,711,8,0,2,0,0,0,No
8722,15689671,775,4,0,1,1,1,0,No
8723,15718667,621,7,87619.29,1,1,0,0,No
8724,15803202,350,10,0,1,1,1,1,No
8725,15593683,668,8,0,2,1,0,0,No
8726,15703394,633,3,0,2,1,0,0,No
8727,15570289,697,8,103409.16,1,1,0,1,No
8728,15567437,734,7,123040.38,1,1,1,0,No
8729,15711687,434,4,108128.52,1,0,1,0,No
8730,15656592,646,8,169023.33,2,1,1,0,No
8731,15634373,764,5,0,2,0,1,0,No
8732,15769125,727,10,0,2,0,1,0,No
8733,15711386,724,6,0,2,0,1,0,No
8734,15714241,749,9,222267.63,1,0,0,1,No
8735,15642530,706,10,144090.42,1,1,0,1,No
8736,15713599,728,10,114835.43,1,0,1,0,No
8737,15744770,636,2,0,2,0,0,0,No
8738,15780498,634,3,145030.92,1,1,1,0,No
8739,15624397,627,8,71240.3,1,0,1,0,No
8740,15615219,518,5,138772.15,1,0,1,0,No
8741,15570908,687,7,93617.07,1,0,1,0,No
8742,15762855,622,8,0,2,1,1,0,No
8743,15661827,693,4,0,2,1,1,0,No
8744,15746035,450,9,74237.2,2,0,1,0,No
8745,15691906,664,5,127421.78,2,1,0,1,No
8746,15793424,663,8,61274.7,2,1,0,0,No
8747,15577905,660,8,106486.66,2,0,1,0,No
8748,15667216,579,10,73194.52,2,1,1,0,No
8749,15673971,655,6,146498.76,1,1,0,1,No
8750,15701238,683,1,0,2,1,0,0,No
8751,15644849,655,2,0,1,1,1,0,No
8752,15635531,575,8,0,2,1,0,0,No
8753,15632263,574,5,120355,1,1,0,0,No
8754,15720110,795,2,117265.21,1,1,1,0,No
8755,15619045,776,4,0,2,0,1,0,No
8756,15697510,707,7,0,1,1,0,1,No
8757,15784923,705,3,109974.22,1,1,1,1,No
8758,15567383,678,2,98009.13,2,0,1,0,No
8759,15732621,663,10,0,1,1,1,0,No
8760,15757981,748,8,0,1,1,1,0,No
8761,15727819,677,10,171671.9,1,1,1,0,No
8762,15738088,634,10,0,2,1,0,1,No
8763,15765173,350,3,0,1,0,0,1,No
8764,15665159,727,0,128213.96,2,1,1,1,No
8765,15618203,773,8,116197.65,2,1,1,0,No
8766,15791452,675,1,0,2,1,0,0,No
8767,15638159,649,6,86607.39,1,0,0,0,No
8768,15585466,552,10,0,2,1,0,0,No
8769,15677310,761,5,98854.34,1,0,0,1,No
8770,15646262,622,7,0,1,1,0,0,No
8771,15656901,615,8,0,2,1,1,0,No
8772,15621093,681,4,97338.19,2,0,0,0,No
8773,15592123,768,6,0,2,1,1,0,No
8774,15589200,617,9,0,2,1,0,0,No
8775,15602934,452,6,131698.57,2,1,0,0,No
8776,15812720,807,10,130110.45,2,0,1,0,No
8777,15695383,567,9,0,2,1,0,0,No
8778,15723064,603,1,165149.13,2,1,0,0,No
8779,15761606,617,9,101707.8,1,1,0,0,No
8780,15650322,701,3,105588.66,1,0,1,0,No
8781,15669782,820,9,111336.89,1,1,0,1,No
8782,15751628,438,7,78391.17,1,0,1,0,No
8783,15809057,600,6,0,2,1,1,0,No
8784,15617052,782,9,0,1,1,0,1,No
8785,15590810,638,9,144326.09,1,1,0,1,No
8786,15801293,850,1,101278.25,2,1,1,0,No
8787,15770968,741,8,108711.57,2,1,0,0,No
8788,15572356,689,1,108555.07,1,0,1,0,No
8789,15603247,743,1,146781.24,1,1,0,0,No
8790,15619116,493,2,0,2,0,1,0,No
8791,15691792,416,8,0,1,0,0,0,No
8792,15783276,725,9,0,2,1,1,0,No
8793,15766137,497,2,0,2,1,1,0,No
8794,15574554,537,8,103291.25,2,1,1,0,No
8795,15578671,706,1,209490.21,1,1,1,1,No
8796,15716608,651,2,0,3,1,0,1,No
8797,15690670,720,2,0,2,0,1,0,No
8798,15630466,797,8,0,1,0,0,0,No
8799,15630349,543,5,0,2,1,0,0,No
8800,15803801,454,4,0,2,1,0,0,No
8801,15647890,691,9,149405.18,1,1,1,0,No
8802,15606115,510,6,191665.21,1,1,1,1,No
8803,15714642,792,7,0,1,1,0,0,No
8804,15741181,721,6,135071.12,1,1,1,0,No
8805,15773973,765,2,0,2,0,1,0,No
8806,15758546,850,8,0,2,1,1,0,No
8807,15598940,681,6,181804.34,2,1,1,0,No
8808,15669783,586,3,47020.65,2,0,1,1,No
8809,15624993,753,7,128518.98,1,1,1,1,No
8810,15760568,593,5,142658.04,2,0,1,0,No
8811,15699047,674,9,120150.39,2,1,1,0,No
8812,15616168,610,7,81905.95,1,1,1,0,No
8813,15773146,652,3,137998.2,2,0,1,0,No
8814,15770375,850,8,123126.29,1,1,0,0,No
8815,15589725,740,4,0,2,1,1,0,No
8816,15710034,637,1,135645.29,2,0,1,1,No
8817,15800806,685,7,122449.31,2,1,1,0,No
8818,15570485,558,4,161766.87,1,0,0,0,No
8819,15575391,677,3,0,2,1,1,0,No
8820,15790750,592,10,123187.51,1,0,1,0,No
8821,15714832,652,9,150956.71,1,0,0,0,No
8822,15619953,662,6,105021.28,1,1,0,0,No
8823,15673929,543,4,0,2,1,1,0,No
8824,15578835,675,1,133204.91,1,0,1,0,No
8825,15752388,643,6,0,2,1,1,0,No
8826,15797081,611,9,115488.52,2,1,1,1,No
8827,15570194,412,5,0,2,0,0,0,No
8828,15580149,638,7,0,2,1,0,0,No
8829,15777708,824,3,0,2,1,0,0,No
8830,15769955,683,1,0,2,0,0,0,No
8831,15810444,562,6,130565.02,1,1,0,1,No
8832,15645593,599,2,91328.71,1,1,0,0,No
8833,15765345,753,4,0,2,1,1,0,No
8834,15760873,594,7,81310.34,1,1,1,0,No
8835,15794178,657,3,107136.6,1,1,0,0,No
8836,15589361,716,9,0,1,1,1,0,No
8837,15662483,850,7,0,2,1,1,0,No
8838,15809736,664,2,0,1,1,1,1,No
8839,15731148,558,0,108477.49,1,1,1,1,No
8840,15774328,606,1,144757.97,2,1,1,0,No
8841,15646969,776,2,0,2,1,1,0,No
8842,15718769,557,1,113110.26,1,1,0,0,No
8843,15610226,614,9,106414.57,2,0,0,0,No
8844,15616270,620,4,106920.91,1,0,1,0,No
8845,15790717,695,7,0,2,1,0,0,No
8846,15635703,729,1,131513.26,1,1,1,0,No
8847,15616365,571,2,0,2,1,0,0,No
8848,15630244,457,10,134320.23,2,1,0,0,No
8849,15734714,559,3,79715.36,1,1,0,0,No
8850,15721433,664,4,74306.19,2,1,0,0,No
8851,15590201,500,5,0,4,1,1,1,No
8852,15590828,782,7,126428.38,1,1,0,0,No
8853,15752097,708,8,99640.89,1,1,0,0,No
8854,15800031,681,3,66338.68,1,1,1,1,No
8855,15630857,674,6,0,2,1,1,0,No
8856,15689953,697,10,128226.37,1,0,0,0,No
8857,15759733,774,5,0,2,1,1,0,No
8858,15810826,624,6,0,2,0,0,0,No
8859,15668009,747,1,0,2,0,1,0,No
8860,15743456,715,10,0,2,1,0,0,No
8861,15725762,808,4,122168.65,1,1,0,0,No
8862,15761713,678,7,178074.33,1,0,0,0,No
8863,15769246,813,2,135078.41,1,1,0,1,No
8864,15781129,687,8,69434.4,2,1,1,1,No
8865,15599124,832,5,0,2,1,0,0,No
8866,15639004,668,2,0,2,1,1,0,No
8867,15810995,526,3,122726.56,1,1,1,0,No
8868,15653773,457,7,164496.99,1,1,1,0,No
8869,15708357,649,8,0,1,1,0,0,No
8870,15733597,669,0,150219.41,2,0,0,0,No
8871,15789560,668,8,187534.79,1,1,1,1,No
8872,15699524,466,3,0,1,1,0,0,No
8873,15626475,685,2,0,2,1,1,0,No
8874,15810839,610,0,103108.17,1,0,0,0,No
8875,15684318,582,6,96486.57,2,1,1,0,No
8876,15768120,702,9,90560.48,2,1,0,0,No
8877,15712807,556,3,131764.96,1,1,1,1,No
8878,15696371,812,1,92476.88,1,0,0,0,No
8879,15675794,645,9,152076.93,1,1,0,1,No
8880,15774277,809,2,0,2,1,1,0,No
8881,15603764,560,4,0,1,1,1,1,No
8882,15618647,744,1,43504.42,1,1,1,0,No
8883,15614643,731,2,0,2,1,0,0,No
8884,15707696,471,5,0,2,1,1,0,No
8885,15749583,686,2,93569.86,3,0,0,1,No
8886,15815125,668,4,102486.21,2,1,1,0,No
8887,15779620,575,1,0,1,0,1,0,No
8888,15768233,435,8,114346.3,1,0,1,1,No
8889,15637788,743,3,110203.77,1,1,0,0,No
8890,15777046,580,9,128362.59,1,1,0,0,No
8891,15788723,599,10,143888.22,2,1,1,1,No
8892,15790489,534,5,170600.78,1,0,1,0,No
8893,15739476,680,5,0,1,1,1,0,No
8894,15612670,631,10,0,2,1,1,0,No
8895,15631222,485,2,75339.64,1,1,1,0,No
8896,15658972,699,8,122038.34,1,1,0,0,No
8897,15724691,712,1,0,2,1,1,0,No
8898,15740442,603,8,186825.57,1,1,0,1,No
8899,15760427,850,6,124788.18,1,1,0,0,No
8900,15677939,584,3,0,2,1,1,0,No
8901,15611599,604,2,0,2,1,1,0,No
8902,15633474,586,2,138553.57,1,1,1,0,No
8903,15671973,467,5,0,2,1,1,0,No
8904,15790019,520,9,105387.89,1,1,1,0,No
8905,15737735,683,4,95053.1,1,1,1,1,No
8906,15661745,557,3,0,1,0,1,0,No
8907,15797065,613,0,0,2,0,1,0,No
8908,15710671,786,3,137361.96,1,0,0,0,No
8909,15656522,593,10,158537.42,1,1,0,0,No
8910,15705085,670,9,0,2,1,0,0,No
8911,15744873,657,5,143595.87,1,0,0,1,No
8912,15781914,718,9,169947.41,2,1,1,0,No
8913,15637354,623,7,148167.83,2,1,1,0,No
8914,15717307,496,5,0,2,1,0,0,No
8915,15746695,429,6,48023.83,1,1,0,0,No
8916,15804962,606,1,155655.46,1,1,1,1,No
8917,15665378,499,6,0,2,1,0,0,No
8918,15757865,642,7,0,2,1,1,0,No
8919,15578787,641,4,0,1,1,0,1,No
8920,15794323,673,8,121240.76,1,1,0,0,No
8921,15697546,570,3,0,2,1,0,0,No
8922,15629519,472,1,0,2,1,1,0,No
8923,15624703,550,9,129847.75,2,1,0,0,No
8924,15570002,625,8,118772.71,4,0,0,1,No
8925,15808566,516,2,0,2,1,1,0,No
8926,15805463,682,2,105163.88,2,1,1,0,No
8927,15709136,620,8,0,2,1,1,0,No
8928,15801605,626,0,0,2,1,1,0,No
8929,15567855,623,1,0,2,0,0,0,No
8930,15675141,569,4,93934.63,1,1,0,0,No
8931,15665759,724,5,117866.92,1,1,1,0,No
8932,15761487,678,5,0,1,0,1,1,No
8933,15700394,713,4,122857.46,2,1,0,1,No
8934,15631162,631,10,0,2,0,1,0,No
8935,15630641,846,6,127103.97,1,1,1,0,No
8936,15585066,660,1,0,1,0,1,1,No
8937,15722991,567,9,96402.96,1,0,0,1,No
8938,15737404,731,1,132512.26,1,1,1,0,No
8939,15722409,693,8,107604.66,1,1,1,0,No
8940,15806420,772,9,0,2,1,0,0,No
8941,15658148,657,7,0,2,1,0,0,No
8942,15810660,774,4,120875.23,2,0,1,0,No
8943,15709780,667,9,71786.9,2,1,1,0,Yes
8944,15727350,516,8,113143.12,1,0,0,0,No
8945,15752312,551,1,150777.72,2,1,1,0,No
8946,15616745,542,2,174894.53,1,1,1,0,No
8947,15572294,623,7,0,1,0,0,0,No
8948,15674110,701,2,160416.56,1,0,1,0,No
8949,15662501,583,3,91246.53,1,1,0,1,No
8950,15649239,731,10,0,2,1,0,0,No
8951,15700424,461,5,0,1,1,1,0,No
8952,15636388,702,7,98775.23,1,1,0,0,No
8953,15713975,565,10,139756.12,1,1,0,1,No
8954,15592925,711,3,177626.77,3,0,1,1,No
8955,15581626,664,8,0,1,1,1,1,No
8956,15641319,518,4,0,1,0,0,1,No
8957,15723481,728,8,0,2,0,1,0,No
8958,15787825,585,6,152496.82,1,1,1,0,No
8959,15710726,573,8,0,2,0,1,0,No
8960,15627195,568,1,112930.28,2,1,0,0,No
8961,15657957,602,8,113674.2,1,1,0,1,No
8962,15676117,603,9,0,1,1,0,0,No
8963,15607874,687,0,144450.58,1,0,1,0,No
8964,15796993,741,1,171236.3,2,0,0,1,No
8965,15649858,469,9,96776.49,1,1,1,0,No
8966,15811032,477,8,145984.92,1,1,1,0,No
8967,15679963,737,8,96353.8,1,0,0,0,No
8968,15579131,835,7,0,2,1,1,0,No
8969,15572428,717,0,115777.23,1,1,1,0,No
8970,15622461,562,7,122822,2,0,0,0,No
8971,15636105,758,2,0,2,1,1,0,No
8972,15583849,408,3,0,2,0,0,0,No
8973,15718780,650,4,79450.09,1,1,1,0,No
8974,15739271,582,2,122394,1,1,1,0,No
8975,15697129,706,1,0,2,1,0,0,No
8976,15763415,567,0,134378.89,1,1,1,0,No
8977,15796617,720,2,0,2,1,0,0,No
8978,15626628,631,2,88161.85,2,1,0,0,No
8979,15765857,623,2,142412.13,1,1,0,0,No
8980,15742511,514,3,121030.9,1,1,0,0,No
8981,15786433,650,3,165982.43,2,1,1,0,No
8982,15685805,673,6,0,2,1,0,0,No
8983,15627971,504,8,206663.75,1,0,0,0,No
8984,15783025,723,3,94661.53,2,1,0,0,No
8985,15726289,645,0,174400.36,1,1,0,0,No
8986,15802118,664,7,123428.69,1,1,1,0,No
8987,15607990,760,6,175735.5,1,1,1,0,No
8988,15695932,766,5,78381.13,1,0,1,0,No
8989,15812279,634,5,115345.86,2,0,0,0,No
8990,15687558,640,10,118613.34,1,1,0,0,No
8991,15729065,784,2,109960.06,2,1,1,0,No
8992,15698902,547,1,142703.4,1,1,0,1,No
8993,15570192,608,8,121729.42,1,0,0,0,No
8994,15809265,547,4,0,1,1,1,0,No
8995,15745201,612,4,139496.35,2,1,1,0,No
8996,15580623,573,8,0,2,0,0,0,No
8997,15578156,615,5,138521.83,1,1,1,0,No
8998,15631063,710,2,0,2,1,0,0,No
8999,15692577,674,10,83727.68,1,1,0,0,No
9000,15810910,702,9,0,2,1,1,0,No
9001,15723217,616,9,0,1,1,0,0,No
9002,15733111,688,6,124179.3,1,1,1,0,No
9003,15610727,605,7,128829.25,1,1,0,0,No
9004,15792720,676,6,171490.78,1,0,0,0,No
9005,15723153,708,3,0,2,1,0,0,No
9006,15802823,745,7,0,2,1,1,0,No
9007,15756118,661,8,0,1,1,0,0,No
9008,15684934,726,9,0,2,1,1,0,No
9009,15776936,475,7,160818.08,1,0,1,1,No
9010,15729087,751,9,156367.6,2,0,1,0,No
9011,15786463,645,8,121669.93,2,0,0,1,No
9012,15717498,775,6,133970.22,2,0,1,0,No
9013,15718406,540,3,0,2,1,0,0,No
9014,15799468,591,3,96127.27,1,0,0,0,No
9015,15626383,596,7,121907.97,1,0,1,0,No
9016,15597385,573,5,0,2,0,1,0,No
9017,15570271,577,6,0,1,1,1,0,No
9018,15690330,830,8,77701.64,1,0,1,0,No
9019,15680611,663,9,0,3,1,1,0,No
9020,15810227,421,2,0,2,1,1,0,No
9021,15807194,718,5,113922.44,2,1,0,0,No
9022,15712199,655,2,183997.7,2,1,1,0,No
9023,15694995,712,2,0,2,0,1,0,No
9024,15723400,663,4,0,2,1,1,0,No
9025,15654772,640,6,89799.46,2,0,1,1,No
9026,15574743,577,2,0,1,1,1,0,No
9027,15807593,546,7,85660.96,1,0,0,0,No
9028,15686718,802,9,115569.21,1,0,1,0,No
9029,15695299,590,2,81828.22,1,1,0,0,No
9030,15722701,594,1,132694.73,1,1,0,0,No
9031,15799635,577,2,108867,1,0,0,1,No
9032,15742323,541,7,0,2,1,0,0,No
9033,15658435,781,5,0,2,0,0,0,No
9034,15586029,806,2,96152.68,2,1,0,0,No
9035,15772337,723,0,153855.52,1,1,1,1,No
9036,15807555,535,2,0,2,1,0,0,No
9037,15603378,768,3,141334.95,1,0,1,0,No
9038,15792862,653,1,104584.11,1,1,0,1,No
9039,15657349,803,8,98173.02,1,0,0,1,No
9040,15777614,545,1,0,2,1,1,0,No
9041,15653952,581,3,135157.05,1,1,1,0,No
9042,15724336,513,5,171601.27,1,1,0,0,No
9043,15689594,731,5,179539.2,1,0,0,0,No
9044,15801920,727,5,80615.46,2,0,0,0,No
9045,15653347,560,1,0,1,0,0,1,No
9046,15749951,766,5,126285.73,1,1,0,1,No
9047,15648178,630,4,137964.51,1,0,1,0,No
9048,15738662,652,9,159434.03,1,1,0,0,No
9049,15640855,729,5,113574.61,2,1,0,0,No
9050,15584288,629,6,0,2,1,1,0,No
9051,15760988,667,9,124573.33,2,0,0,0,No
9052,15569624,671,6,105864.6,2,1,0,0,No
9053,15597949,768,5,104552.61,1,1,0,1,No
9054,15604551,732,3,0,2,1,0,0,No
9055,15617476,546,5,0,2,0,1,0,No
9056,15645323,630,2,0,1,1,1,1,No
9057,15793311,765,8,119492.88,2,0,1,1,No
9058,15764153,704,0,130499.09,2,1,1,0,No
9059,15802560,470,6,140576.11,1,1,1,0,No
9060,15728608,688,9,91025.58,2,0,1,0,No
9061,15770474,685,1,0,3,0,1,1,No
9062,15724444,567,1,125877.65,2,1,1,0,No
9063,15753110,720,3,45752.78,2,1,0,1,No
9064,15711521,609,3,121778.71,1,1,1,0,No
9065,15632816,521,2,127948.57,1,1,1,0,No
9066,15693637,556,7,0,2,1,1,0,No
9067,15725509,662,5,115286.68,2,1,1,0,No
9068,15684645,704,9,62078.21,2,1,0,0,No
9069,15692235,750,1,0,2,1,0,0,No
9070,15777459,619,4,175406.13,2,1,1,1,No
9071,15656937,468,1,131643.25,1,1,0,0,No
9072,15610643,435,3,151739.65,1,1,0,0,No
9073,15777315,529,6,93616.35,2,0,0,0,No
9074,15611058,702,5,138597.54,2,1,1,1,No
9075,15630413,608,5,0,2,1,1,0,No
9076,15635942,576,9,0,2,1,0,1,No
9077,15648858,666,1,85225.21,1,0,1,0,No
9078,15810732,730,8,148749.29,2,1,0,0,No
9079,15705448,647,7,130013.12,1,1,1,1,No
9080,15730488,516,1,0,1,0,1,0,No
9081,15620443,711,6,0,2,1,1,0,No
9082,15741078,736,7,111729.47,2,0,1,0,No
9083,15753161,768,5,180169.44,2,1,0,0,No
9084,15711396,427,8,0,2,1,1,0,No
9085,15593499,686,6,0,1,1,0,1,No
9086,15579189,690,5,0,2,0,1,0,No
9087,15743545,647,2,0,2,1,0,0,No
9088,15791316,714,3,0,2,1,1,0,No
9089,15608246,736,8,103914.17,1,1,1,1,No
9090,15676526,608,4,88772.87,1,1,1,0,No
9091,15813911,809,5,0,1,1,0,0,No
9092,15630195,745,6,131184.67,1,1,1,0,No
9093,15736250,781,2,117810.79,1,0,1,1,No
9094,15671334,527,4,0,1,1,0,0,No
9095,15574169,595,0,92466.21,1,1,0,0,No
9096,15718839,850,2,102741.15,2,0,1,0,No
9097,15762331,569,9,178755.84,1,1,0,0,No
9098,15606901,728,7,0,2,1,0,0,No
9099,15713559,473,5,146602.25,2,1,1,0,No
9100,15768881,738,2,0,2,1,1,0,No
9101,15743075,659,6,0,2,1,1,0,No
9102,15660980,597,6,115702.67,2,1,1,0,No
9103,15810942,445,2,137655.31,1,0,1,0,No
9104,15728362,671,3,0,2,1,0,0,No
9105,15683339,656,6,59877.33,1,1,0,1,No
9106,15685476,658,5,100082.14,1,0,1,0,No
